1,0.0576648
2,0.0654602
3,0.0795148
4,0.0884704
5,0.0936565
6,0.101663
7,0.107645
8,0.111216
9,0.116999
10,0.120775
11,0.121033
12,0.124176
13,0.125523
14,0.127716
15,0.129716
16,0.131469
17,0.133813
18,0.132291
19,0.135637
20,0.136796
21,0.136622
22,0.137696
23,0.137833
24,0.140248
25,0.143206
26,0.14478
27,0.15162
28,0.155002
29,0.15522
30,0.156567
31,0.157848
32,0.158237
33,0.159285
34,0.161067
35,0.161574
36,0.161567
37,0.160867
38,0.161181
39,0.161078
40,0.161419
41,0.162204
42,0.162481
43,0.162989
44,0.163376
45,0.162806
46,0.162731
47,0.16292
48,0.162746
49,0.163369
50,0.163898
51,0.165998
52,0.166543
53,0.167261
54,0.173343
55,0.179383
56,0.183414
57,0.189625
58,0.195731
59,0.199396
60,0.205831
61,0.21082
62,0.212951
63,0.218106
64,0.218592
65,0.220129
66,0.22067
67,0.22058
68,0.22108
69,0.221346
70,0.221117
71,0.221109
72,0.220061
73,0.219128
74,0.216569
75,0.214557
76,0.211613
77,0.210672
78,0.208561
79,0.205791
80,0.204754
81,0.205476
82,0.208169
83,0.211287
84,0.221335
85,0.233257
86,0.239983
87,0.251346
88,0.263551
89,0.268752
90,0.279494
91,0.290274
92,0.292858
93,0.298713
94,0.309874
95,0.311182
96,0.313494
97,0.317594
98,0.321269
99,0.327128
100,0.328309
101,0.325426
102,0.320835
103,0.317606
104,0.314588
105,0.308014
106,0.304982
107,0.306631
108,0.305207
109,0.302809
110,0.301697
111,0.298746
112,0.297051
113,0.29555
114,0.293026
115,0.294497
116,0.292392
117,0.291693
118,0.291294
119,0.292219
120,0.291056
121,0.287357
122,0.285317
123,0.27869
124,0.275417
125,0.274961
126,0.272217
127,0.270324
128,0.268528
129,0.267672
130,0.266924
131,0.266646
132,0.26638
133,0.267022
134,0.267135
135,0.26748
136,0.267561
137,0.267369
138,0.268931
139,0.270446
140,0.271187
141,0.271106
142,0.270185
143,0.269561
144,0.268669
